0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
9.5545255e-14,4.1661906e-08,2.7784342e-13,2.3764493e-08,5.292547e-14,1.3317866,4.518058e-12,1.2195328e-05,1.3755705e-13,6.190795e-14,1.0180115,0.0015597551,9.492201e-07,4.2603945e-11,0.91510516,6.6569737e-13,2.0883689e-14,0.8381223,1.0905253e-06,5.408448e-06,0.7337233,0.725694,5.54804e-10,2.5461158e-10,4.09599e-07,3.618716e-13,8.196088e-09,2.9831185e-08,88.34962,0.0
1.9122165e-15,2.5841833e-14,5.2781873e-10,8.127859e-09,1.0002339e-15,1.33213,7.847154e-15,7.449139e-13,-2.3489022e-15,2.2424488e-15,1.0118388,0.9991995,3.53257e-12,2.57266e-15,2.0904183e-06,1.5178286e-15,-3.6243253e-16,3.622619e-07,2.1089204e-09,1.9848289e-13,0.7345101,0.72570026,1.2979946e-13,3.4019082e-10,9.729715e-10,1.6580496e-11,7.866986e-16,3.790697e-15,88.34962,0.0
1.3663993e-13,5.8778255e-08,3.404661e-13,2.4041867e-08,7.5194605e-14,1.331898,6.1754564e-12,1.7317698e-05,1.8559797e-13,8.510702e-14,1.0185395,0.0015109193,1.6415781e-06,6.098074e-11,0.91509527,9.300145e-13,2.890656e-14,0.8381306,1.4870551e-06,5.520856e-06,0.73380613,0.7256931,9.549124e-10,4.1386342e-10,4.6946738e-07,4.1854668e-13,1.2165082e-08,6.203055e-08,88.34962,0.0
1.4718387e-13,1.0738143e-07,2.3119313e-13,2.5858087e-09,6.5370506e-14,1.3322399,1.4149748e-11,2.854697e-05,1.9081922e-13,7.07745e-14,1.0174533,0.0006818439,8.223013e-06,9.955994e-11,0.91518533,6.967571e-13,3.3019503e-14,0.8381364,1.2073149e-05,1.5608557e-06,0.7344058,0.72569966,6.2416854e-09,1.9903257e-09,1.7010805e-08,2.585892e-13,1.7488071e-08,1.8036899e-07,88.34962,0.0
1.168375e-15,3.4169081e-16,-1.3795339e-15,1.743894e-05,9.604066e-16,1.575651e-06,-5.5564673e-16,1.2134814e-16,-2.4063306e-15,2.2390528e-15,1.02063,0.9991996,8.1900013e-16,1.2072942e-15,4.888043e-15,1.4377159e-15,-3.7721707e-16,9.903963e-16,1.0399166e-15,6.4062124e-16,1.7239656e-05,5.045996e-06,2.5786478e-16,4.4732657e-15,0.5212505,1.6834374e-15,-3.6600908e-16,-1.22739e-16,88.34962,0.0
1.168375e-15,3.4169081e-16,-1.3790615e-15,9.348863e-05,9.604066e-16,1.0949217e-06,-5.5564673e-16,1.2134814e-16,-2.4063306e-15,2.2390528e-15,1.0207065,0.9991996,8.1900013e-16,1.2072942e-15,4.903613e-15,1.4377159e-15,-3.7721707e-16,1.9062637e-15,1.0399166e-15,6.4071684e-16,6.135175e-06,1.4346972e-07,2.5786478e-16,4.4732657e-15,0.521276,1.6834915e-15,-3.6600908e-16,-1.22739e-16,88.34962,0.0
9.43887e-13,2.2859413e-07,1.5258231e-12,3.707307e-09,4.136116e-13,1.3322442,8.16654e-11,3.4529672e-05,9.106422e-13,3.229839e-13,1.0164654,0.0019159497,1.6271595e-05,3.9207068e-10,0.91482085,2.734047e-12,1.8982422e-13,0.83793557,2.9430346e-05,1.3144868e-06,0.73444164,0.7256998,4.2628066e-08,1.18939e-08,1.4251283e-08,1.281263e-12,5.155273e-08,3.9963e-07,88.34962,0.0
1.168375e-15,3.4169084e-16,1.5052196e-14,0.008500216,9.604066e-16,8.447989e-06,-5.5564673e-16,1.2134848e-16,-2.4063306e-15,2.2390528e-15,1.0207103,0.9991996,8.1900013e-16,1.2072942e-15,5.1509725e-15,1.4377159e-15,-3.7721707e-16,5.098693e-15,1.0399166e-15,6.8199917e-16,3.5644036e-05,1.1119493e-08,2.5786478e-16,4.4732682e-15,0.52127707,4.8658506e-15,-3.6600908e-16,-1.2273894e-16,88.34962,0.0
1.168375e-15,3.4169081e-16,-1.3794767e-15,2.3319522e-05,9.604066e-16,2.7824854e-06,-5.5564673e-16,1.2134814e-16,-2.4063306e-15,2.2390528e-15,1.0206783,0.9991996,8.1900013e-16,1.2072942e-15,4.9039887e-15,1.4377159e-15,-3.7721707e-16,1.5822444e-15,1.0399166e-15,6.4067073e-16,1.8243287e-05,2.3221799e-06,2.5786478e-16,4.4732657e-15,0.5212637,1.6834446e-15,-3.6600908e-16,-1.22739e-16,88.34962,0.0
1.168375e-15,3.4169081e-16,-1.3795336e-15,8.070149e-05,9.604066e-16,3.3988022e-06,-5.5564673e-16,1.2134814e-16,-2.4063306e-15,2.2390528e-15,1.0202115,0.9991996,8.1900013e-16,1.2072942e-15,4.888995e-15,1.4377159e-15,-3.7721707e-16,9.625664e-16,1.0399166e-15,6.406245e-16,8.048404e-05,7.882226e-06,2.5786478e-16,4.4732657e-15,0.52126485,1.6834377e-15,-3.6600908e-16,-1.22739e-16,88.34962,0.0
1.508234e-13,1.0414381e-11,1.2716505e-09,4.6250516e-08,1.7190944e-14,1.3321787,1.2508527e-12,5.589026e-10,2.3960717e-14,3.9513126e-15,1.0138941,0.99916357,7.79316e-10,4.681106e-13,0.00013577622,2.945211e-14,4.589765e-15,2.632885e-05,9.8652166e-08,2.926614e-11,0.73448884,0.72569996,2.2518503e-11,6.5565335e-09,8.944289e-09,1.0625661e-10,2.1359635e-12,6.5374546e-12,88.34962,0.0
1.6962592e-13,7.55216e-08,3.418086e-13,2.2796705e-08,8.299174e-14,1.3318472,8.88734e-12,2.3960318e-05,2.1915153e-13,9.0135466e-14,1.0194445,0.001166754,1.9339857e-06,9.735853e-11,0.9150798,9.097958e-13,3.320673e-14,0.8381327,1.6279774e-06,5.2845385e-06,0.7334389,0.72568965,1.4214426e-09,4.7572674e-10,5.7381004e-07,4.1486186e-13,1.9728407e-08,1.3684729e-07,88.34962,0.0
